CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,AvgIncome,Measurement_Type,Measurement_Value
721449408,Existing Customer,40,F,4,Not specified,Single,Less than $40K,Blue,25,2812.0,35.8817747823645,MonthsOnBookCategory,high
708316008,Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,36,10031.0,35.75359712230216,MonthsOnBookCategory,high
714655758,Existing Customer,62,M,0,Graduate,Divorced,$40K - $60K,Blue,36,4049.0,35.8731843575419,MonthsOnBookCategory,high
711846183,Attrited Customer,38,F,3,Graduate,Single,$40K - $60K,Blue,26,2669.0,35.8731843575419,MonthsOnBookCategory,high
720612333,Attrited Customer,44,F,3,College,Single,Less than $40K,Blue,28,1951.0,35.8817747823645,MonthsOnBookCategory,high
714673833,Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,36,1528.0,35.8731843575419,MonthsOnBookCategory,high
710525508,Attrited Customer,48,F,2,High School,Married,Less than $40K,Blue,36,1438.3,35.8817747823645,MonthsOnBookCategory,high
757854858,Attrited Customer,50,M,2,Not specified,Married,$60K - $80K,Blue,43,3143.0,35.59700427960057,MonthsOnBookCategory,high
714658233,Existing Customer,46,F,5,High School,Not specified,Less than $40K,Blue,37,1438.3,35.8817747823645,MonthsOnBookCategory,high
716381808,Existing Customer,43,M,2,Not specified,Single,$40K - $60K,Blue,36,8406.0,35.8731843575419,MonthsOnBookCategory,high
720831783,Existing Customer,50,F,0,High School,Not specified,Less than $40K,Blue,36,2242.0,35.8817747823645,MonthsOnBookCategory,high
714319233,Attrited Customer,44,M,5,Graduate,Divorced,$60K - $80K,Blue,36,6538.0,35.59700427960057,MonthsOnBookCategory,high
718178583,Existing Customer,42,F,2,Not specified,Married,Less than $40K,Blue,29,4710.0,35.8817747823645,MonthsOnBookCategory,high
708886533,Existing Customer,50,M,1,Graduate,Single,$120K +,Blue,41,13032.0,36.89133425034388,MonthsOnBookCategory,high
716239383,Existing Customer,45,F,4,High School,Married,Less than $40K,Blue,36,2225.0,35.8817747823645,MonthsOnBookCategory,high
714672933,Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,36,3143.0,35.8731843575419,MonthsOnBookCategory,high
809954133,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,5013.0,35.59700427960057,MonthsOnBookCategory,high
714855108,Existing Customer,60,F,0,High School,Married,Less than $40K,Blue,50,3466.0,35.8817747823645,MonthsOnBookCategory,high
718730283,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,18,1686.0,35.8817747823645,MonthsOnBookCategory,medium
709232808,Attrited Customer,44,F,3,Not specified,Divorced,$40K - $60K,Blue,34,1689.0,35.8731843575419,MonthsOnBookCategory,high
804428958,Existing Customer,47,M,1,Graduate,Married,$40K - $60K,Blue,42,1626.0,35.8731843575419,MonthsOnBookCategory,high
711474333,Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,51,1614.0,35.8817747823645,MonthsOnBookCategory,high
720070383,Existing Customer,41,F,3,Uneducated,Single,Unknown,Blue,29,2429.0,35.75359712230216,MonthsOnBookCategory,high
720322008,Existing Customer,35,F,2,Not specified,Married,$40K - $60K,Blue,15,1438.3,35.8731843575419,MonthsOnBookCategory,medium
714527433,Attrited Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,30,17523.0,36.074267100977195,MonthsOnBookCategory,high
789267633,Existing Customer,54,F,2,College,Married,Less than $40K,Blue,43,2573.0,35.8817747823645,MonthsOnBookCategory,high
714523383,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,33,2900.0,35.8731843575419,MonthsOnBookCategory,high
713996283,Existing Customer,32,F,2,Post-Graduate,Single,Less than $40K,Blue,36,2352.0,35.8817747823645,MonthsOnBookCategory,high
714557583,Existing Customer,58,F,2,College,Single,Less than $40K,Blue,36,2212.0,35.8817747823645,MonthsOnBookCategory,high
714014733,Attrited Customer,33,M,2,College,Single,$80K - $120K,Blue,36,9642.0,36.074267100977195,MonthsOnBookCategory,high
779065458,Existing Customer,56,M,1,High School,Married,$120K +,Blue,37,9257.0,36.89133425034388,MonthsOnBookCategory,high
712733958,Attrited Customer,46,F,2,Not specified,Single,Less than $40K,Blue,36,1731.0,35.8817747823645,MonthsOnBookCategory,high
719231583,Existing Customer,61,M,1,Graduate,Not specified,$60K - $80K,Blue,49,16929.0,35.59700427960057,MonthsOnBookCategory,high
778801608,Existing Customer,50,M,2,College,Married,$80K - $120K,Blue,39,3606.0,36.074267100977195,MonthsOnBookCategory,high
720728133,Existing Customer,44,M,4,Uneducated,Single,$40K - $60K,Blue,33,1714.0,35.8731843575419,MonthsOnBookCategory,high
718153233,Existing Customer,46,M,3,Uneducated,Married,$80K - $120K,Blue,36,23512.0,36.074267100977195,MonthsOnBookCategory,high
716122008,Attrited Customer,44,F,3,Not specified,Married,Less than $40K,Blue,35,1855.0,35.8817747823645,MonthsOnBookCategory,high
714960408,Attrited Customer,44,F,3,College,Single,Less than $40K,Blue,34,1605.0,35.8817747823645,MonthsOnBookCategory,high
772382283,Attrited Customer,46,F,3,Graduate,Married,Less than $40K,Blue,36,2302.0,35.8817747823645,MonthsOnBookCategory,high
817236708,Existing Customer,42,M,3,Uneducated,Married,$60K - $80K,Blue,25,13546.0,35.59700427960057,MonthsOnBookCategory,high
714266883,Attrited Customer,54,F,4,Post-Graduate,Not specified,Less than $40K,Blue,44,2440.0,35.8817747823645,MonthsOnBookCategory,high
792795933,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,30,2669.0,35.8817747823645,MonthsOnBookCategory,high
717219933,Attrited Customer,47,F,3,Not specified,Single,Less than $40K,Blue,35,2402.0,35.8817747823645,MonthsOnBookCategory,high
719986758,Attrited Customer,46,F,2,Not specified,Single,$40K - $60K,Blue,33,3001.0,35.8731843575419,MonthsOnBookCategory,high
712326708,Existing Customer,42,F,2,Not specified,Married,Less than $40K,Blue,31,2552.0,35.8817747823645,MonthsOnBookCategory,high
721505358,Existing Customer,41,F,3,Not specified,Married,Less than $40K,Blue,34,2679.0,35.8817747823645,MonthsOnBookCategory,high
804337233,Existing Customer,45,F,4,High School,Single,Less than $40K,Blue,35,1502.0,35.8817747823645,MonthsOnBookCategory,high
785351133,Existing Customer,61,F,1,Graduate,Not specified,$40K - $60K,Blue,55,1438.3,35.8731843575419,MonthsOnBookCategory,high
714034158,Existing Customer,46,F,4,Not specified,Married,Less than $40K,Blue,38,3331.0,35.8817747823645,MonthsOnBookCategory,high
720349983,Existing Customer,32,F,1,Not specified,Divorced,Less than $40K,Blue,19,1438.3,35.8817747823645,MonthsOnBookCategory,medium
720155583,Existing Customer,55,F,2,Not specified,Single,Less than $40K,Blue,39,2426.0,35.8817747823645,MonthsOnBookCategory,high
806140383,Attrited Customer,59,M,2,High School,Single,$80K - $120K,Blue,54,2791.0,36.074267100977195,MonthsOnBookCategory,high
799031958,Existing Customer,49,M,2,Not specified,Not specified,$80K - $120K,Blue,43,18379.0,36.074267100977195,MonthsOnBookCategory,high
719556558,Existing Customer,46,M,2,Doctorate,Married,$120K +,Blue,34,3499.0,36.89133425034388,MonthsOnBookCategory,high
771455508,Existing Customer,60,F,0,College,Single,Less than $40K,Blue,48,1438.3,35.8817747823645,MonthsOnBookCategory,high
712214283,Existing Customer,40,M,2,Graduate,Married,$120K +,Blue,28,18295.0,36.89133425034388,MonthsOnBookCategory,high
712667058,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,29,1568.0,35.8817747823645,MonthsOnBookCategory,high
715393908,Existing Customer,57,F,2,Post-Graduate,Married,Less than $40K,Blue,36,2712.0,35.8817747823645,MonthsOnBookCategory,high
751518633,Attrited Customer,48,M,5,Post-Graduate,Single,$120K +,Silver,41,34516.0,36.89133425034388,MonthsOnBookCategory,high
769100508,Existing Customer,55,F,5,High School,Single,Less than $40K,Blue,49,2177.0,35.8817747823645,MonthsOnBookCategory,high
720582558,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,34,2296.0,35.8817747823645,MonthsOnBookCategory,high
710773533,Existing Customer,43,F,3,Post-Graduate,Married,Less than $40K,Blue,35,2435.0,35.8817747823645,MonthsOnBookCategory,high
712395408,Attrited Customer,51,F,3,Graduate,Divorced,Less than $40K,Blue,41,1495.0,35.8817747823645,MonthsOnBookCategory,high
818459733,Attrited Customer,41,M,3,Doctorate,Single,$120K +,Blue,26,9220.0,36.89133425034388,MonthsOnBookCategory,high
708867408,Attrited Customer,52,M,2,High School,Married,$60K - $80K,Blue,40,23128.0,35.59700427960057,MonthsOnBookCategory,high
772457583,Existing Customer,47,F,2,Doctorate,Single,Less than $40K,Blue,37,4254.0,35.8817747823645,MonthsOnBookCategory,high
810271083,Attrited Customer,47,F,3,Not specified,Single,$40K - $60K,Blue,42,14897.0,35.8731843575419,MonthsOnBookCategory,high
712649058,Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,36,3554.0,35.8817747823645,MonthsOnBookCategory,high
788737083,Existing Customer,34,F,2,High School,Married,Less than $40K,Blue,13,1798.0,35.8817747823645,MonthsOnBookCategory,medium
714012258,Existing Customer,44,F,2,College,Single,Less than $40K,Blue,34,2429.0,35.8817747823645,MonthsOnBookCategory,high
757662258,Existing Customer,46,F,4,Graduate,Divorced,$40K - $60K,Blue,39,2477.0,35.8731843575419,MonthsOnBookCategory,high
714388158,Existing Customer,36,F,2,Uneducated,Divorced,Unknown,Blue,36,14304.0,35.75359712230216,MonthsOnBookCategory,high
720067083,Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,36,1536.0,35.8817747823645,MonthsOnBookCategory,high
814529508,Existing Customer,39,F,3,High School,Not specified,Unknown,Blue,34,15370.0,35.75359712230216,MonthsOnBookCategory,high
794068308,Existing Customer,45,M,4,Not specified,Not specified,$40K - $60K,Gold,39,23981.0,35.8731843575419,MonthsOnBookCategory,high
824812983,Existing Customer,42,M,3,Not specified,Single,$60K - $80K,Blue,38,6318.0,35.59700427960057,MonthsOnBookCategory,high
713396358,Existing Customer,32,F,1,Graduate,Single,Unknown,Blue,13,3558.0,35.75359712230216,MonthsOnBookCategory,medium
719420883,Attrited Customer,56,F,4,Graduate,Not specified,Less than $40K,Blue,44,1677.0,35.8817747823645,MonthsOnBookCategory,high
785500533,Existing Customer,53,F,4,Not specified,Married,Less than $40K,Blue,47,2734.0,35.8817747823645,MonthsOnBookCategory,high
712138008,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,36,2396.0,35.8731843575419,MonthsOnBookCategory,high
709279608,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,35,9852.0,36.074267100977195,MonthsOnBookCategory,high
788771733,Existing Customer,49,M,4,High School,Single,$60K - $80K,Blue,30,1579.0,35.59700427960057,MonthsOnBookCategory,high
753365883,Attrited Customer,44,F,3,Not specified,Single,Unknown,Blue,37,1900.0,35.75359712230216,MonthsOnBookCategory,high
770717883,Existing Customer,42,F,2,College,Married,$40K - $60K,Blue,28,1820.0,35.8731843575419,MonthsOnBookCategory,high
716919633,Existing Customer,58,F,1,Uneducated,Not specified,$40K - $60K,Blue,39,2406.0,35.8731843575419,MonthsOnBookCategory,high
717915783,Attrited Customer,60,M,0,Not specified,Married,$60K - $80K,Blue,47,4541.0,35.59700427960057,MonthsOnBookCategory,high
720099708,Existing Customer,51,F,4,Not specified,Single,Less than $40K,Blue,43,3124.0,35.8817747823645,MonthsOnBookCategory,high
711004533,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,26,2240.0,35.8817747823645,MonthsOnBookCategory,high
709482633,Existing Customer,43,F,4,Uneducated,Married,$40K - $60K,Blue,31,1773.0,35.8731843575419,MonthsOnBookCategory,high
717381183,Existing Customer,27,F,0,Graduate,Married,Less than $40K,Blue,36,1674.0,35.8817747823645,MonthsOnBookCategory,high
719716983,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,39,3257.0,35.75359712230216,MonthsOnBookCategory,high
711117108,Existing Customer,48,F,3,High School,Married,Unknown,Silver,36,32611.0,35.75359712230216,MonthsOnBookCategory,high
780567408,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,38,3027.0,35.8817747823645,MonthsOnBookCategory,high
778810083,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,35,4210.0,35.8817747823645,MonthsOnBookCategory,high
778696608,Existing Customer,46,M,3,Graduate,Divorced,$40K - $60K,Blue,27,10931.0,35.8731843575419,MonthsOnBookCategory,high
771469758,Existing Customer,55,M,3,Graduate,Single,$120K +,Blue,43,34516.0,36.89133425034388,MonthsOnBookCategory,high
714172158,Existing Customer,51,F,0,Doctorate,Single,$40K - $60K,Blue,36,2637.0,35.8731843575419,MonthsOnBookCategory,high
713713983,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,33,2899.0,35.8817747823645,MonthsOnBookCategory,high
787454133,Existing Customer,40,M,2,Not specified,Divorced,$120K +,Blue,26,1438.3,36.89133425034388,MonthsOnBookCategory,high
709597983,Existing Customer,65,M,0,Doctorate,Divorced,Less than $40K,Blue,56,1573.0,35.8817747823645,MonthsOnBookCategory,high
708298233,Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,37,6184.0,35.8817747823645,MonthsOnBookCategory,high
779885358,Existing Customer,51,M,0,College,Married,$120K +,Silver,35,34516.0,36.89133425034388,MonthsOnBookCategory,high
709938708,Existing Customer,56,F,3,Uneducated,Married,Unknown,Blue,47,1822.0,35.75359712230216,MonthsOnBookCategory,high
719620983,Existing Customer,41,F,2,Not specified,Single,Less than $40K,Blue,29,2701.0,35.8817747823645,MonthsOnBookCategory,high
712329933,Attrited Customer,47,F,1,High School,Not specified,Less than $40K,Blue,41,3654.0,35.8817747823645,MonthsOnBookCategory,high
798280683,Existing Customer,37,M,3,Post-Graduate,Single,$80K - $120K,Blue,31,2626.0,36.074267100977195,MonthsOnBookCategory,high
715265208,Existing Customer,48,F,1,High School,Single,Less than $40K,Blue,36,1438.3,35.8817747823645,MonthsOnBookCategory,high
826069983,Existing Customer,46,F,4,Graduate,Single,Unknown,Blue,42,13376.0,35.75359712230216,MonthsOnBookCategory,high
708890958,Existing Customer,55,M,3,Graduate,Single,$120K +,Blue,42,31636.0,36.89133425034388,MonthsOnBookCategory,high
708818508,Existing Customer,36,M,1,Not specified,Married,Less than $40K,Blue,26,3453.0,35.8817747823645,MonthsOnBookCategory,high
795784008,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,38,3889.0,35.8817747823645,MonthsOnBookCategory,high
714965958,Existing Customer,47,F,4,Post-Graduate,Not specified,$40K - $60K,Blue,36,2216.0,35.8731843575419,MonthsOnBookCategory,high
716328558,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,11434.0,36.074267100977195,MonthsOnBookCategory,high
780747033,Existing Customer,43,F,5,Graduate,Married,Unknown,Blue,34,3146.0,35.75359712230216,MonthsOnBookCategory,high
713923233,Existing Customer,46,M,3,High School,Married,$80K - $120K,Blue,36,2790.0,36.074267100977195,MonthsOnBookCategory,high
710962308,Existing Customer,57,F,4,High School,Single,Unknown,Blue,36,4396.0,35.75359712230216,MonthsOnBookCategory,high
713254983,Existing Customer,62,M,0,Uneducated,Single,$60K - $80K,Blue,50,14314.0,35.59700427960057,MonthsOnBookCategory,high
720275358,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,30,1889.0,35.8731843575419,MonthsOnBookCategory,high
715964058,Existing Customer,39,F,1,High School,Single,Less than $40K,Blue,31,1862.0,35.8817747823645,MonthsOnBookCategory,high
721461258,Existing Customer,53,M,0,High School,Married,$40K - $60K,Blue,39,2875.0,35.8731843575419,MonthsOnBookCategory,high
710727333,Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,36,1763.0,35.8817747823645,MonthsOnBookCategory,high
717325158,Existing Customer,46,F,5,Graduate,Married,$40K - $60K,Blue,33,1438.3,35.8731843575419,MonthsOnBookCategory,high
825856083,Existing Customer,39,M,1,Post-Graduate,Single,$40K - $60K,Blue,35,2623.0,35.8731843575419,MonthsOnBookCategory,high
807136758,Attrited Customer,58,F,2,High School,Married,Less than $40K,Blue,53,1944.0,35.8817747823645,MonthsOnBookCategory,high
715400733,Attrited Customer,43,F,3,Uneducated,Married,$40K - $60K,Blue,36,1438.3,35.8731843575419,MonthsOnBookCategory,high
713927283,Existing Customer,39,F,1,Graduate,Single,Unknown,Blue,34,2884.0,35.75359712230216,MonthsOnBookCategory,high
711594858,Existing Customer,44,F,1,Not specified,Single,Less than $40K,Blue,36,2936.0,35.8817747823645,MonthsOnBookCategory,high
711389358,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,23,5791.0,35.8731843575419,MonthsOnBookCategory,medium
720769533,Existing Customer,65,M,0,Graduate,Single,$40K - $60K,Blue,36,1438.3,35.8731843575419,MonthsOnBookCategory,high
715736283,Existing Customer,55,F,4,Doctorate,Single,Less than $40K,Blue,44,1912.0,35.8817747823645,MonthsOnBookCategory,high
768949983,Existing Customer,31,F,2,Not specified,Single,Unknown,Blue,25,3288.0,35.75359712230216,MonthsOnBookCategory,high
711253383,Attrited Customer,48,F,2,Not specified,Married,Unknown,Blue,38,4382.0,35.75359712230216,MonthsOnBookCategory,high
798457833,Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,40,3595.0,35.75359712230216,MonthsOnBookCategory,high
794554683,Attrited Customer,41,F,4,Graduate,Married,Less than $40K,Blue,26,3159.0,35.8817747823645,MonthsOnBookCategory,high
789996783,Existing Customer,36,F,3,Uneducated,Not specified,Unknown,Blue,28,5393.0,35.75359712230216,MonthsOnBookCategory,high
712220283,Existing Customer,37,M,2,Graduate,Not specified,$80K - $120K,Blue,28,12222.0,36.074267100977195,MonthsOnBookCategory,high
751150233,Existing Customer,43,M,5,Graduate,Single,Less than $40K,Blue,36,1438.3,35.8817747823645,MonthsOnBookCategory,high
715815783,Existing Customer,46,M,3,Graduate,Married,$60K - $80K,Blue,29,3429.0,35.59700427960057,MonthsOnBookCategory,high
712599783,Existing Customer,39,M,3,Uneducated,Single,$80K - $120K,Blue,36,12618.0,36.074267100977195,MonthsOnBookCategory,high
719653308,Existing Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,40,6049.0,35.8817747823645,MonthsOnBookCategory,high
708928908,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,23,2533.0,35.8817747823645,MonthsOnBookCategory,medium
709780158,Existing Customer,52,F,1,Graduate,Single,Unknown,Blue,35,2411.0,35.75359712230216,MonthsOnBookCategory,high
768675483,Existing Customer,41,M,4,College,Divorced,$60K - $80K,Blue,35,2001.0,35.59700427960057,MonthsOnBookCategory,high
714243408,Existing Customer,46,F,2,Graduate,Single,Unknown,Blue,36,2042.0,35.75359712230216,MonthsOnBookCategory,high
711323283,Attrited Customer,57,M,2,Uneducated,Married,$60K - $80K,Blue,41,2527.0,35.59700427960057,MonthsOnBookCategory,high
713499408,Existing Customer,49,M,1,Not specified,Married,Less than $40K,Blue,35,1438.3,35.8817747823645,MonthsOnBookCategory,high
